CreditScore,AppliedLoanAmount,Purpose,ProposedInterestRate,ProposedLoanAmount,ProposedLoanTerm
746,49000,Home Renovation,4.36,46000,60
679,17000,Inventory Purchase,5.79,15000,36
821,8000,Equipment Purchase,3.43,6000,36
780,91000,Training and Development,2.99,87000,12
737,68000,Education Fees,4.83,63000,72
825,52000,Utility Payments,3.87,43000,36
603,31000,Agriculture Expenses,8.84,25000,60
735,80000,Wedding Expenses,4.5,74000,72
628,16000,Green Initiatives,8.18,14000,36
679,34000,Marketing and Advertising,5.55,28000,24
685,80000,Debt Consolidation,6.07,79000,48
600,43000,Training and Development,7.92,37000,36
743,74000,Agriculture Expenses,4.62,68000,72
805,92000,Debt Consolidation,2.73,74000,48
605,100000,Travel Costs,7.21,80000,60
743,7000,Home Renovation,4.9,5000,72
733,90000,Community Projects,3.96,77000,12
835,20000,Travel Costs,3.13,18000,48
699,94000,Emergency Business Funds,5.85,76000,24
683,60000,Home Renovation,5.54,49000,48
806,89000,Inventory Purchase,2.89,81000,24
789,61000,Vehicle for Business Use,3.01,55000,72
675,51000,Training and Development,5.58,42000,24
795,28000,Equipment Purchase,3.91,24000,36
750,11000,Emergency Business Funds,3.48,9000,24
812,89000,Training and Development,2.59,87000,36
762,65000,Working Capital,2.87,64000,36
649,27000,Marketing and Advertising,8.83,26000,24
601,84000,Education Fees,8.45,80000,48
624,33000,Equipment Purchase,8.43,29000,12
612,78000,Childcare Expenses,7.11,77000,72
646,98000,Travel Costs,8.12,90000,60
720,40000,Vehicle for Business Use,5.3,35000,60
734,86000,Startup Capital,4.86,82000,12
828,93000,Marketing and Advertising,2.46,77000,36
675,41000,Home Renovation,5.86,37000,72
734,26000,Business Expansion,4.53,25000,72
745,38000,Vehicle for Business Use,4.4,35000,48
816,36000,Childcare Expenses,3.69,29000,72
652,83000,Healthcare Expenses,6.85,75000,48
768,14000,Agriculture Expenses,3.81,13000,60
662,68000,Childcare Expenses,5.87,63000,72
700,85000,Wedding Expenses,4.15,78000,72
759,32000,Home Renovation,2.87,26000,48
827,57000,Debt Consolidation,3.43,51000,72
605,42000,Debt Consolidation,7.33,41000,72
754,57000,Education Fees,2.97,46000,60
698,64000,Social Enterprise,6.52,60000,36
698,9000,Green Initiatives,5.58,7000,12
712,92000,Marketing and Advertising,4.81,82000,24
619,69000,Debt Consolidation,8.72,68000,72
807,91000,Business Expansion,3.44,77000,60
814,15000,Green Initiatives,3.93,12000,24
617,75000,Emergency Personal Funds,7.46,70000,48
690,55000,Training and Development,6.07,47000,12
684,48000,Debt Consolidation,6.29,40000,72
822,59000,Childcare Expenses,2.95,53000,60
686,78000,Training and Development,6.36,69000,36
801,39000,Healthcare Expenses,3.8,37000,72
660,79000,Agriculture Expenses,6.59,74000,60
781,5000,Healthcare Expenses,2.93,4000,72
784,10000,Emergency Personal Funds,2.94,9000,72
830,36000,Travel Costs,2.91,29000,48
765,11000,Green Initiatives,2.9,10000,12
658,82000,Healthcare Expenses,6.9,68000,48
770,81000,Home Renovation,2.53,70000,60
632,21000,Marketing and Advertising,8.81,20000,36
843,41000,Community Projects,2.69,33000,12
607,92000,Business Expansion,7.96,79000,60
814,35000,Social Enterprise,3.37,29000,36
724,39000,Childcare Expenses,4.2,32000,72
712,26000,Startup Capital,5.05,24000,12
791,48000,Community Projects,2.87,46000,12
717,50000,Vehicle for Business Use,5.3,44000,72
783,41000,Education Fees,2.65,39000,60
829,40000,Business Expansion,3.78,39000,60
636,49000,Technology Upgrade,7.85,44000,24
783,82000,Agriculture Expenses,2.85,79000,72
727,89000,Startup Capital,5.34,88000,12
627,97000,Training and Development,8.52,95000,24
817,5000,Inventory Purchase,2.67,4000,12
850,88000,Business Expansion,2.83,82000,48
644,96000,Childcare Expenses,8.44,85000,48
732,36000,Home Renovation,4.2,33000,72
844,38000,Childcare Expenses,3.36,33000,72
758,76000,Social Enterprise,3.41,70000,12
625,94000,Agriculture Expenses,8.49,83000,60
723,57000,Utility Payments,5.03,47000,12
659,72000,Social Enterprise,6.91,71000,12
639,38000,Childcare Expenses,7.75,34000,72
850,9000,Social Enterprise,2.95,7000,24
777,67000,Utility Payments,3.47,60000,36
844,62000,Vehicle for Business Use,3.07,56000,60
751,100000,Community Projects,2.85,87000,36
616,55000,Training and Development,8.6,49000,36
838,76000,Childcare Expenses,3.94,68000,48
670,35000,Community Projects,5.57,32000,12
778,68000,Childcare Expenses,3.92,60000,48
762,88000,Healthcare Expenses,3.81,74000,48
692,84000,Business Expansion,6.38,71000,60
762,64000,Training and Development,2.71,57000,12
618,46000,Training and Development,8.41,37000,24
710,77000,Social Enterprise,5.33,74000,24
831,61000,Marketing and Advertising,3.23,53000,24
795,70000,Community Projects,3.5,68000,24
712,53000,Healthcare Expenses,3.97,42000,48
806,29000,Debt Consolidation,3.1,28000,60
666,45000,Emergency Business Funds,5.51,41000,24
846,31000,Inventory Purchase,3.02,29000,24
792,6000,Childcare Expenses,3.27,5000,72
628,25000,Green Initiatives,7.86,22000,12
649,27000,Equipment Purchase,8.28,22000,24
651,21000,Technology Upgrade,5.66,17000,12
803,27000,Technology Upgrade,2.49,22000,24
681,89000,Emergency Personal Funds,6.85,86000,48
664,19000,Training and Development,6.24,17000,12
831,66000,Utility Payments,2.53,56000,24
761,19000,Debt Consolidation,3.62,15000,48
688,16000,Inventory Purchase,6.44,12000,12
777,83000,Inventory Purchase,3.39,70000,36
637,73000,Training and Development,8.29,68000,24
653,20000,Training and Development,6.03,16000,24
622,21000,Marketing and Advertising,8.77,20000,24
674,13000,Training and Development,6.13,11000,24
629,20000,Emergency Business Funds,8.27,18000,36
755,31000,Utility Payments,3.5,30000,12
612,5000,Debt Consolidation,7.18,4000,72
830,8000,Marketing and Advertising,2.5,7000,12
647,96000,Community Projects,8.49,93000,36
800,52000,Emergency Business Funds,3.04,45000,12
814,84000,Emergency Personal Funds,2.66,71000,60
808,41000,Home Renovation,2.64,38000,72
657,81000,Home Renovation,6.05,70000,48
780,44000,Utility Payments,3.48,36000,12
820,18000,Debt Consolidation,3.86,17000,48
705,60000,Childcare Expenses,5.34,58000,48
802,86000,Home Renovation,3.28,83000,72
745,14000,Vehicle for Business Use,4.38,12000,72
848,29000,Wedding Expenses,3.35,27000,60
684,83000,Social Enterprise,5.88,70000,36
611,90000,Green Initiatives,7.75,83000,12
615,94000,Debt Consolidation,7.06,79000,48
839,50000,Healthcare Expenses,3.31,43000,72
713,88000,Inventory Purchase,5.12,77000,36
732,6000,Inventory Purchase,5.09,5000,24
766,99000,Emergency Personal Funds,2.55,97000,60
727,97000,Emergency Business Funds,4.14,95000,12
661,9000,Education Fees,6.94,8000,48
763,70000,Emergency Personal Funds,2.97,63000,60
722,51000,Wedding Expenses,3.97,41000,48
832,68000,Equipment Purchase,2.83,61000,24
635,33000,Wedding Expenses,8.86,27000,72
609,91000,Social Enterprise,7.81,81000,36
822,38000,Marketing and Advertising,2.68,37000,24
820,52000,Training and Development,3.52,44000,12
690,89000,Working Capital,6.65,77000,12
695,7000,Childcare Expenses,6.32,6000,60
676,88000,Home Renovation,5.64,82000,72
650,52000,Business Expansion,6.12,50000,48
813,7000,Social Enterprise,3.13,6000,36
697,84000,Social Enterprise,6.36,69000,36
613,84000,Social Enterprise,7.91,80000,24
830,54000,Wedding Expenses,3.1,44000,48
784,9000,Education Fees,2.85,8000,72
757,42000,Agriculture Expenses,3.25,39000,72
775,84000,Childcare Expenses,2.66,74000,48
758,68000,Training and Development,3.91,63000,24
607,52000,Utility Payments,8.93,47000,12
648,8000,Vehicle for Business Use,8.92,7000,48
633,25000,Green Initiatives,8.01,21000,12
610,88000,Technology Upgrade,6.99,71000,36
808,34000,Utility Payments,2.68,30000,12
601,13000,Wedding Expenses,8.79,11000,72
704,95000,Home Renovation,4.41,81000,48
747,91000,Healthcare Expenses,5.39,77000,72
607,83000,Training and Development,7.43,69000,12
814,80000,Healthcare Expenses,2.62,77000,60
713,76000,Technology Upgrade,4.33,63000,36
635,54000,Wedding Expenses,8.09,49000,60
742,35000,Wedding Expenses,3.97,30000,60
608,32000,Emergency Business Funds,7.13,26000,12
744,47000,Education Fees,4.82,41000,72
694,9000,Marketing and Advertising,5.89,8000,36
725,37000,Emergency Business Funds,5.0,34000,12
821,82000,Emergency Business Funds,2.78,78000,12
621,46000,Emergency Personal Funds,7.66,37000,72
607,56000,Vehicle for Business Use,8.12,54000,72
693,15000,Home Renovation,5.57,13000,60
697,81000,Healthcare Expenses,6.1,65000,72
659,98000,Technology Upgrade,6.87,80000,12
812,11000,Travel Costs,3.32,9000,60
688,68000,Debt Consolidation,5.54,60000,60
729,46000,Equipment Purchase,4.96,37000,12
675,73000,Vehicle for Business Use,5.65,71000,48
794,98000,Emergency Personal Funds,2.84,87000,72
847,94000,Home Renovation,2.86,78000,48
747,62000,Childcare Expenses,4.75,58000,60
837,72000,Social Enterprise,2.58,58000,12
730,14000,Working Capital,5.21,12000,24
601,51000,Inventory Purchase,8.89,46000,12
645,47000,Utility Payments,8.34,42000,36
772,17000,Vehicle for Business Use,2.49,16000,48
677,20000,Education Fees,6.07,19000,60
688,73000,Vehicle for Business Use,6.04,72000,60
724,28000,Community Projects,4.4,26000,12
727,100000,Training and Development,4.65,83000,36
805,72000,Business Expansion,3.72,68000,72
772,39000,Home Renovation,2.98,35000,72
806,29000,Inventory Purchase,2.51,26000,36
710,24000,Wedding Expenses,3.96,21000,72
836,72000,Travel Costs,2.78,57000,48
720,19000,Emergency Personal Funds,4.52,17000,60
684,51000,Training and Development,6.67,43000,24
619,82000,Green Initiatives,8.71,67000,36
743,37000,Training and Development,4.27,31000,12
759,82000,Travel Costs,2.97,80000,48
668,95000,Travel Costs,6.52,90000,72
846,28000,Community Projects,3.66,26000,36
736,12000,Home Renovation,5.0,9000,48
780,40000,Training and Development,3.55,39000,12
737,41000,Social Enterprise,4.37,33000,36
706,27000,Home Renovation,5.19,21000,72
732,26000,Business Expansion,4.94,23000,72
815,24000,Utility Payments,3.64,19000,36
731,30000,Startup Capital,4.85,29000,36
847,5000,Education Fees,2.79,4000,72
621,66000,Utility Payments,7.11,56000,12
636,71000,Education Fees,8.22,57000,72
796,22000,Equipment Purchase,2.83,20000,12
647,20000,Community Projects,7.75,19000,24
766,38000,Working Capital,3.54,34000,36
815,72000,Technology Upgrade,3.56,65000,12
774,46000,Inventory Purchase,3.85,42000,12
683,30000,Marketing and Advertising,6.66,27000,12
614,37000,Community Projects,7.11,31000,24
709,44000,Travel Costs,4.34,42000,48
644,74000,Wedding Expenses,8.31,64000,60
833,75000,Healthcare Expenses,3.76,65000,48
612,58000,Education Fees,7.47,49000,72
826,70000,Debt Consolidation,3.32,58000,72
601,17000,Utility Payments,7.06,14000,12
722,93000,Debt Consolidation,4.03,92000,72
637,36000,Working Capital,8.43,30000,36
703,38000,Debt Consolidation,4.67,34000,48
656,38000,Home Renovation,6.69,33000,48
707,23000,Startup Capital,5.4,22000,12
818,40000,Inventory Purchase,3.83,35000,36
769,45000,Technology Upgrade,2.91,41000,24
713,46000,Business Expansion,4.79,40000,60
781,87000,Childcare Expenses,4.0,83000,72
672,100000,Healthcare Expenses,6.24,94000,48
606,98000,Training and Development,8.49,92000,36
648,37000,Green Initiatives,8.09,31000,24
850,15000,Business Expansion,2.73,12000,72
826,48000,Business Expansion,2.88,47000,48
826,20000,Education Fees,3.48,18000,60
849,63000,Wedding Expenses,2.78,60000,48
627,34000,Healthcare Expenses,7.89,30000,48
729,27000,Travel Costs,4.16,22000,48
775,27000,Childcare Expenses,3.78,24000,48
611,9000,Inventory Purchase,8.54,7000,36
768,75000,Healthcare Expenses,3.04,72000,72
715,58000,Childcare Expenses,4.13,54000,72
735,68000,Working Capital,4.16,59000,36
833,43000,Healthcare Expenses,2.95,37000,60
843,52000,Debt Consolidation,3.29,50000,60
721,21000,Equipment Purchase,4.06,20000,24
752,73000,Green Initiatives,3.24,68000,12
667,80000,Wedding Expenses,5.53,74000,48
708,57000,Community Projects,5.05,55000,12
683,55000,Emergency Personal Funds,6.94,44000,60
691,35000,Startup Capital,6.22,30000,12
735,68000,Agriculture Expenses,4.15,64000,48
847,96000,Training and Development,3.48,83000,24
658,9000,Working Capital,6.6,8000,12
795,62000,Business Expansion,3.18,57000,48
736,40000,Training and Development,4.06,39000,12
735,87000,Agriculture Expenses,5.17,81000,60
815,33000,Home Renovation,3.01,31000,72
715,62000,Community Projects,4.82,57000,24
784,22000,Business Expansion,3.39,21000,48
847,47000,Agriculture Expenses,3.57,37000,48
619,43000,Working Capital,7.61,36000,24
820,16000,Training and Development,3.59,13000,36
607,12000,Travel Costs,7.2,10000,60
643,30000,Business Expansion,8.64,29000,48
702,98000,Emergency Business Funds,4.84,91000,12
806,91000,Technology Upgrade,3.2,79000,24
711,88000,Training and Development,4.15,73000,24
817,21000,Equipment Purchase,2.86,20000,36
748,22000,Education Fees,4.55,20000,60
773,60000,Business Expansion,3.9,51000,48
671,47000,Marketing and Advertising,5.83,43000,36
792,52000,Childcare Expenses,2.59,46000,72
839,98000,Training and Development,2.97,95000,36
787,32000,Wedding Expenses,3.94,26000,72
788,61000,Technology Upgrade,2.9,58000,12
755,37000,Social Enterprise,2.89,34000,24
680,26000,Debt Consolidation,5.83,25000,60
780,26000,Emergency Business Funds,3.94,23000,24
768,89000,Equipment Purchase,3.2,71000,24
668,8000,Childcare Expenses,6.81,6000,48
791,59000,Home Renovation,3.04,47000,48
740,73000,Startup Capital,4.62,69000,24
766,81000,Healthcare Expenses,2.84,70000,48
697,10000,Startup Capital,6.12,9000,24
688,51000,Home Renovation,6.33,48000,72
807,34000,Emergency Business Funds,2.53,33000,36
670,74000,Travel Costs,6.6,63000,60
613,33000,Education Fees,8.26,26000,48
646,33000,Emergency Personal Funds,8.44,28000,48
797,49000,Emergency Personal Funds,3.45,48000,72
830,75000,Equipment Purchase,2.68,61000,36
820,78000,Inventory Purchase,3.1,68000,36
738,52000,Wedding Expenses,5.11,47000,60
621,67000,Utility Payments,7.7,64000,12
615,69000,Travel Costs,8.07,57000,48
635,97000,Education Fees,8.05,95000,72
780,45000,Business Expansion,3.29,36000,72
805,55000,Community Projects,3.84,44000,36
830,18000,Training and Development,3.12,16000,36
741,97000,Business Expansion,5.22,80000,72
713,11000,Utility Payments,5.33,10000,24
601,69000,Wedding Expenses,8.93,66000,48
715,58000,Technology Upgrade,5.35,46000,36
608,34000,Equipment Purchase,8.3,33000,24
657,16000,Inventory Purchase,6.92,14000,12
673,13000,Vehicle for Business Use,6.44,10000,48
657,64000,Childcare Expenses,5.6,60000,60
657,91000,Wedding Expenses,6.71,74000,60
694,62000,Emergency Personal Funds,6.49,51000,72
629,31000,Business Expansion,7.18,25000,60
698,53000,Emergency Personal Funds,6.91,49000,48
706,67000,Training and Development,5.08,61000,12
652,15000,Technology Upgrade,6.67,12000,36
632,51000,Travel Costs,8.02,45000,72
726,30000,Startup Capital,5.05,26000,12
712,93000,Training and Development,4.2,83000,12
778,42000,Training and Development,3.82,39000,24
794,10000,Childcare Expenses,2.93,8000,60
750,56000,Inventory Purchase,2.52,54000,12
815,63000,Marketing and Advertising,2.49,55000,36
763,6000,Healthcare Expenses,3.79,5000,72
673,6000,Childcare Expenses,6.34,5000,72
623,35000,Vehicle for Business Use,8.92,29000,60
817,59000,Emergency Business Funds,3.24,57000,12
682,13000,Business Expansion,6.48,12000,48
756,25000,Community Projects,3.26,24000,24
836,48000,Community Projects,2.46,41000,24
674,38000,Technology Upgrade,5.85,35000,24
762,38000,Utility Payments,3.11,35000,36
656,92000,Travel Costs,6.72,89000,48
720,59000,Social Enterprise,4.25,52000,24
795,12000,Startup Capital,3.55,10000,12
614,7000,Inventory Purchase,8.36,6000,24
828,40000,Training and Development,3.28,39000,12
789,55000,Agriculture Expenses,3.66,47000,60
774,15000,Vehicle for Business Use,3.49,12000,72
744,63000,Emergency Business Funds,4.51,54000,24
715,31000,Technology Upgrade,5.37,24000,12
827,70000,Technology Upgrade,3.82,69000,12
796,16000,Home Renovation,2.56,13000,60
819,55000,Agriculture Expenses,2.93,44000,48
743,36000,Wedding Expenses,5.01,32000,48
733,14000,Education Fees,5.34,11000,48
648,71000,Childcare Expenses,8.93,64000,72
673,87000,Emergency Business Funds,6.45,74000,36
665,17000,Working Capital,6.35,16000,36
661,54000,Equipment Purchase,5.86,53000,12
765,69000,Home Renovation,3.58,55000,72
768,65000,Business Expansion,3.24,62000,60
624,67000,Inventory Purchase,8.5,56000,24
800,25000,Equipment Purchase,2.46,20000,12
822,47000,Business Expansion,2.86,41000,72
650,51000,Travel Costs,6.76,47000,60
673,46000,Equipment Purchase,6.91,37000,24
602,48000,Working Capital,7.79,46000,24
703,88000,Technology Upgrade,4.22,77000,12
626,11000,Healthcare Expenses,7.78,10000,60
848,18000,Equipment Purchase,3.54,15000,24
729,91000,Childcare Expenses,5.27,77000,48
626,72000,Social Enterprise,8.8,64000,36
824,43000,Community Projects,3.33,41000,24
706,25000,Training and Development,4.46,21000,36
824,43000,Emergency Personal Funds,3.9,36000,48
704,41000,Emergency Business Funds,4.92,33000,24
684,39000,Equipment Purchase,6.78,38000,24
672,42000,Emergency Business Funds,6.92,36000,12
794,98000,Training and Development,2.7,88000,24
811,21000,Emergency Business Funds,3.12,17000,12
709,29000,Wedding Expenses,5.07,24000,48
772,90000,Education Fees,3.04,75000,48
740,19000,Business Expansion,5.17,18000,48
847,9000,Training and Development,2.84,8000,36
695,63000,Home Renovation,5.66,50000,60
813,40000,Green Initiatives,3.25,34000,24
811,19000,Startup Capital,3.38,17000,12
665,6000,Travel Costs,6.66,5000,60
811,77000,Debt Consolidation,3.53,66000,60
618,36000,Emergency Business Funds,8.67,34000,36
850,41000,Business Expansion,3.18,37000,48
779,15000,Green Initiatives,3.87,12000,24
718,50000,Social Enterprise,3.97,41000,36
707,20000,Community Projects,4.84,16000,36
661,32000,Childcare Expenses,5.86,29000,48
714,63000,Travel Costs,4.19,52000,48
651,79000,Startup Capital,6.52,74000,36
701,49000,Home Renovation,4.89,45000,72
645,49000,Technology Upgrade,7.99,43000,12
664,35000,Community Projects,5.79,28000,36
673,20000,Inventory Purchase,6.32,18000,12
839,69000,Emergency Personal Funds,3.38,60000,60
714,81000,Agriculture Expenses,4.78,64000,60
803,21000,Social Enterprise,3.86,16000,12
721,74000,Education Fees,4.82,65000,60
666,98000,Business Expansion,5.72,87000,72
693,66000,Marketing and Advertising,6.57,65000,36
655,92000,Business Expansion,6.42,80000,48
726,77000,Equipment Purchase,5.09,71000,24
726,29000,Healthcare Expenses,5.21,24000,48
630,92000,Inventory Purchase,7.57,78000,36
781,19000,Technology Upgrade,2.71,16000,24
843,29000,Startup Capital,3.12,27000,24
827,70000,Inventory Purchase,3.89,64000,12
756,42000,Green Initiatives,2.91,38000,12
822,85000,Green Initiatives,3.43,74000,12
738,47000,Inventory Purchase,4.54,44000,24
681,59000,Community Projects,6.31,50000,12
769,44000,Healthcare Expenses,3.18,41000,72
798,87000,Social Enterprise,2.49,72000,36
698,14000,Inventory Purchase,5.81,11000,12
668,24000,Green Initiatives,6.78,20000,36
820,33000,Training and Development,2.6,30000,36
604,84000,Technology Upgrade,8.92,68000,24
763,8000,Emergency Business Funds,3.05,6000,12
651,18000,Debt Consolidation,6.33,14000,48
785,31000,Travel Costs,3.14,28000,48
657,98000,Community Projects,5.86,87000,24
824,17000,Technology Upgrade,3.06,16000,36
619,89000,Working Capital,8.39,86000,36
707,16000,Marketing and Advertising,4.53,15000,24
796,70000,Emergency Business Funds,3.56,68000,12
629,82000,Emergency Personal Funds,6.98,66000,48
649,53000,Debt Consolidation,8.4,45000,72
706,94000,Social Enterprise,5.34,84000,24
653,13000,Training and Development,5.92,10000,36
803,53000,Startup Capital,3.25,46000,12
659,7000,Utility Payments,6.68,6000,12
653,45000,Debt Consolidation,5.84,43000,48
843,94000,Training and Development,2.92,81000,12
836,45000,Training and Development,2.94,36000,36
840,55000,Childcare Expenses,3.46,51000,48
817,25000,Agriculture Expenses,3.37,24000,72
834,73000,Education Fees,3.44,68000,72
759,6000,Equipment Purchase,3.09,5000,24
850,48000,Social Enterprise,2.76,44000,24
766,90000,Equipment Purchase,3.91,82000,36
632,24000,Startup Capital,6.99,22000,12
685,78000,Vehicle for Business Use,6.55,75000,48
834,56000,Emergency Business Funds,3.35,49000,12
672,54000,Inventory Purchase,6.8,49000,36
669,38000,Debt Consolidation,6.28,35000,48
828,25000,Education Fees,2.68,23000,48
713,93000,Utility Payments,5.09,77000,24
817,32000,Childcare Expenses,3.16,27000,60
828,53000,Childcare Expenses,3.13,47000,48
657,78000,Inventory Purchase,6.24,63000,12
818,76000,Healthcare Expenses,2.59,73000,60
694,58000,Working Capital,5.62,57000,24
636,47000,Startup Capital,7.85,42000,12
602,46000,Utility Payments,8.67,37000,24
716,17000,Startup Capital,4.32,13000,12
809,69000,Childcare Expenses,3.61,60000,60
831,74000,Agriculture Expenses,3.95,65000,48
733,71000,Working Capital,5.0,69000,24
763,30000,Healthcare Expenses,2.78,27000,48
698,61000,Travel Costs,6.92,54000,48
746,84000,Green Initiatives,4.43,77000,12
764,71000,Technology Upgrade,2.53,64000,36
800,26000,Debt Consolidation,2.49,21000,60
803,85000,Training and Development,3.9,71000,24
850,65000,Education Fees,3.63,54000,60
656,39000,Equipment Purchase,6.73,37000,36
790,49000,Social Enterprise,3.14,48000,12
603,57000,Community Projects,8.25,46000,12
742,51000,Startup Capital,5.06,45000,36
752,51000,Healthcare Expenses,3.76,41000,72
721,94000,Education Fees,4.45,82000,60
795,93000,Equipment Purchase,2.65,86000,12
661,36000,Training and Development,6.85,32000,36
613,59000,Emergency Personal Funds,6.98,53000,72
698,76000,Wedding Expenses,6.6,63000,72
798,46000,Emergency Business Funds,3.87,42000,24
733,33000,Wedding Expenses,4.23,28000,48
625,30000,Education Fees,8.4,29000,72
681,23000,Travel Costs,6.29,22000,72
747,100000,Utility Payments,4.02,85000,36
608,48000,Vehicle for Business Use,8.43,42000,48
826,14000,Home Renovation,3.81,12000,72
664,51000,Social Enterprise,5.65,42000,24
615,96000,Utility Payments,8.68,77000,36
688,44000,Vehicle for Business Use,5.96,39000,48
808,40000,Agriculture Expenses,2.96,32000,60
742,63000,Wedding Expenses,4.46,53000,48
603,58000,Home Renovation,7.16,46000,48
724,42000,Vehicle for Business Use,4.93,39000,72
756,74000,Training and Development,3.32,61000,12
762,31000,Social Enterprise,2.92,29000,24
677,39000,Agriculture Expenses,6.15,32000,48
626,82000,Vehicle for Business Use,8.17,79000,48
628,45000,Marketing and Advertising,7.94,44000,12
736,99000,Inventory Purchase,4.65,88000,36
603,48000,Community Projects,7.1,39000,12
760,5000,Agriculture Expenses,3.81,4000,60
722,27000,Debt Consolidation,4.96,24000,60
809,16000,Travel Costs,3.74,15000,60
805,94000,Technology Upgrade,3.69,83000,24
724,93000,Debt Consolidation,4.92,88000,48
722,16000,Inventory Purchase,4.97,12000,24
614,77000,Vehicle for Business Use,8.14,73000,72
767,64000,Emergency Business Funds,2.84,54000,12
640,56000,Wedding Expenses,8.41,51000,60
735,84000,Healthcare Expenses,5.41,72000,60
846,74000,Utility Payments,3.64,72000,24
840,97000,Emergency Business Funds,3.37,83000,24
742,71000,Education Fees,5.35,66000,48
810,73000,Wedding Expenses,3.93,66000,48
726,45000,Debt Consolidation,4.31,38000,72
689,60000,Travel Costs,5.88,54000,60
753,39000,Training and Development,3.95,31000,12
645,48000,Working Capital,7.49,44000,24
770,36000,Technology Upgrade,3.34,34000,36
614,42000,Training and Development,7.15,37000,12
700,54000,Utility Payments,5.09,43000,36
682,97000,Emergency Personal Funds,6.58,84000,60
650,84000,Equipment Purchase,6.79,69000,12
799,70000,Startup Capital,2.56,59000,36
705,76000,Childcare Expenses,4.08,71000,48
670,67000,Emergency Personal Funds,6.23,65000,60
843,86000,Travel Costs,2.81,78000,60
624,87000,Training and Development,7.91,85000,24
749,33000,Healthcare Expenses,4.22,28000,60
617,41000,Travel Costs,7.5,37000,48
692,88000,Childcare Expenses,6.84,80000,72
812,8000,Working Capital,3.18,7000,24
669,79000,Business Expansion,6.4,70000,60
668,12000,Marketing and Advertising,6.35,9000,12
682,73000,Agriculture Expenses,6.69,72000,48
735,21000,Community Projects,5.13,19000,24
669,61000,Training and Development,6.04,58000,36
642,81000,Childcare Expenses,7.9,72000,60
754,35000,Green Initiatives,3.48,29000,12
842,34000,Equipment Purchase,3.22,32000,12
791,42000,Home Renovation,3.79,33000,48
806,53000,Vehicle for Business Use,3.91,47000,72
656,68000,Utility Payments,6.08,54000,24
732,78000,Equipment Purchase,5.11,63000,12
664,98000,Emergency Personal Funds,6.71,96000,72
809,9000,Debt Consolidation,3.47,8000,48
802,10000,Technology Upgrade,2.56,9000,24
674,59000,Green Initiatives,6.05,57000,24
606,5000,Inventory Purchase,8.61,4000,24
734,20000,Marketing and Advertising,4.85,18000,36
711,31000,Community Projects,4.06,27000,24
622,68000,Healthcare Expenses,7.64,66000,60
796,55000,Debt Consolidation,2.94,49000,60
730,39000,Marketing and Advertising,5.2,33000,12
775,68000,Travel Costs,3.68,63000,48
810,54000,Technology Upgrade,3.65,44000,36
779,33000,Agriculture Expenses,3.37,27000,72
653,26000,Technology Upgrade,5.84,25000,36
822,22000,Working Capital,2.78,21000,12
708,43000,Healthcare Expenses,4.91,36000,48
814,15000,Wedding Expenses,3.22,14000,48
734,18000,Emergency Business Funds,4.86,16000,24
645,36000,Debt Consolidation,8.87,30000,72
719,39000,Equipment Purchase,4.26,37000,36
614,77000,Emergency Personal Funds,7.08,75000,48
600,28000,Emergency Personal Funds,7.08,24000,72
796,47000,Training and Development,2.47,45000,24
836,93000,Business Expansion,3.16,83000,72
668,87000,Debt Consolidation,5.55,75000,60
741,43000,Equipment Purchase,5.42,38000,36
606,71000,Education Fees,8.15,61000,72
661,53000,Startup Capital,6.4,43000,36
837,55000,Home Renovation,2.77,51000,60
828,20000,Green Initiatives,3.93,16000,24
824,47000,Inventory Purchase,3.35,41000,12
607,31000,Startup Capital,8.69,25000,12
717,33000,Training and Development,4.46,32000,12
792,94000,Business Expansion,3.15,83000,60
824,59000,Social Enterprise,3.9,56000,12
812,29000,Social Enterprise,3.44,24000,12
800,61000,Startup Capital,2.93,52000,36
614,54000,Startup Capital,7.59,49000,36
822,23000,Emergency Personal Funds,3.29,21000,60
776,53000,Community Projects,3.07,43000,12
845,57000,Debt Consolidation,3.09,49000,60
622,45000,Debt Consolidation,8.51,42000,72
804,84000,Emergency Business Funds,3.1,78000,36
808,21000,Green Initiatives,2.88,18000,24
774,27000,Debt Consolidation,3.03,26000,72
649,49000,Vehicle for Business Use,7.29,41000,60
818,11000,Startup Capital,2.75,10000,24
647,70000,Education Fees,8.49,63000,60
838,50000,Education Fees,3.5,48000,48
717,47000,Training and Development,4.18,45000,12
849,77000,Green Initiatives,2.98,62000,24
635,32000,Home Renovation,8.07,28000,72
768,38000,Equipment Purchase,2.88,37000,24
665,62000,Agriculture Expenses,5.54,54000,60
842,26000,Inventory Purchase,3.42,20000,24
804,54000,Social Enterprise,3.71,48000,24
745,85000,Utility Payments,5.45,73000,36
767,51000,Marketing and Advertising,3.47,43000,24
743,77000,Healthcare Expenses,4.31,67000,48
681,65000,Working Capital,5.67,57000,36
638,50000,Marketing and Advertising,8.13,43000,36
652,99000,Education Fees,6.74,93000,48
761,91000,Childcare Expenses,3.33,88000,72
635,41000,Training and Development,8.39,40000,36
758,52000,Working Capital,2.84,47000,24
829,57000,Social Enterprise,2.88,52000,36
729,46000,Technology Upgrade,3.97,40000,24
620,82000,Community Projects,7.82,80000,24
753,53000,Vehicle for Business Use,3.57,47000,60
693,18000,Travel Costs,6.34,14000,72
