,loan_amnt,loan_intent,loan_int_rate,credit_score,loan_term
41628,6300,VENTURE,0.0,610,59
41629,10000,EDUCATION,0.0,481,66
41630,2465,DEBTCONSOLIDATION,0.0,643,27
41631,7500,DEBTCONSOLIDATION,0.0,610,58
41632,12000,HOMEIMPROVEMENT,0.0,656,49
41633,2403,VENTURE,0.0,673,36
41634,1500,EDUCATION,0.0,644,42
41635,11000,VENTURE,0.0,549,50
41636,1467,EDUCATION,0.0,668,114
41637,6400,VENTURE,0.0,662,52
41638,8000,MEDICAL,0.0,661,27
41639,12307,MEDICAL,0.0,646,33
41640,20235,DEBTCONSOLIDATION,0.0,708,34
41641,6400,DEBTCONSOLIDATION,0.0,552,43
41642,10000,EDUCATION,0.0,579,73
41643,13000,DEBTCONSOLIDATION,0.0,597,26
41644,8039,HOMEIMPROVEMENT,0.0,678,60
41645,1868,VENTURE,0.0,622,46
41646,12000,EDUCATION,0.0,679,82
41647,20000,EDUCATION,0.0,686,116
41648,5153,EDUCATION,0.0,624,64
41649,6000,HOMEIMPROVEMENT,0.0,681,51
41650,7000,VENTURE,0.0,677,54
41651,20000,EDUCATION,0.0,549,58
41652,1111,MEDICAL,0.0,656,33
41653,17000,HOMEIMPROVEMENT,0.0,609,24
41654,6000,MEDICAL,0.0,546,37
41655,23942,DEBTCONSOLIDATION,0.0,681,55
41656,15000,EDUCATION,0.0,624,83
41657,5000,PERSONAL,0.0,504,12
41658,4200,HOMEIMPROVEMENT,0.0,652,34
41659,3600,EDUCATION,0.0,586,101
41660,9000,DEBTCONSOLIDATION,0.0,622,35
41661,10000,EDUCATION,0.0,617,119
41662,10000,VENTURE,0.0,625,37
41663,35000,EDUCATION,0.0,667,45
41664,10000,DEBTCONSOLIDATION,0.0,572,35
41665,5000,VENTURE,0.0,671,40
41666,10848,VENTURE,0.0,518,49
41667,8000,VENTURE,0.0,634,32
41668,3000,VENTURE,0.0,706,36
41669,1000,VENTURE,0.0,622,33
41670,12000,VENTURE,0.0,640,25
41671,11390,PERSONAL,0.0,647,12
41672,25000,DEBTCONSOLIDATION,0.0,666,40
41673,18000,HOMEIMPROVEMENT,0.0,630,24
41674,7000,MEDICAL,0.0,482,45
41675,15663,VENTURE,0.0,633,54
41676,15000,DEBTCONSOLIDATION,0.0,616,15
41677,12758,HOMEIMPROVEMENT,0.0,667,53
41678,12075,VENTURE,0.0,712,35
41679,12000,EDUCATION,0.0,712,50
41680,6000,EDUCATION,0.0,572,52
41681,3000,EDUCATION,0.0,676,90
41682,21000,PERSONAL,0.0,660,43
41683,18000,DEBTCONSOLIDATION,0.0,665,22
41684,6000,VENTURE,0.0,530,38
41685,18000,VENTURE,0.0,647,58
41686,2857,DEBTCONSOLIDATION,0.0,615,13
41687,22683,VENTURE,0.0,692,29
41688,6000,EDUCATION,0.0,700,81
41689,35000,EDUCATION,0.0,668,74
41690,9000,PERSONAL,0.0,647,34
41691,11200,DEBTCONSOLIDATION,0.0,595,48
41692,11054,MEDICAL,0.0,678,17
41693,5000,EDUCATION,0.0,571,42
41694,7000,VENTURE,0.0,642,29
41695,8124,EDUCATION,0.0,680,80
41696,7200,VENTURE,0.0,588,27
41697,5000,PERSONAL,0.0,605,17
41698,20000,EDUCATION,0.0,612,44
41699,2000,VENTURE,0.0,528,51
41700,7000,EDUCATION,0.0,685,89
41701,14884,HOMEIMPROVEMENT,0.0,538,37
41702,12987,PERSONAL,0.0,648,21
41703,18000,EDUCATION,0.0,595,82
41704,3500,EDUCATION,0.0,666,50
41705,3500,PERSONAL,0.0,696,23
41706,15000,EDUCATION,0.0,610,99
41707,10000,HOMEIMPROVEMENT,0.0,656,60
41708,5000,VENTURE,0.0,654,25
41709,12000,EDUCATION,0.0,560,67
41710,8000,HOMEIMPROVEMENT,0.0,659,60
41711,10000,EDUCATION,0.0,612,36
41712,4899,MEDICAL,0.0,636,16
41713,20000,EDUCATION,0.0,689,52
41714,20419,PERSONAL,0.0,647,33
41715,18000,PERSONAL,0.0,640,20
41716,7000,HOMEIMPROVEMENT,0.0,642,29
41717,6077,MEDICAL,0.0,596,46
41718,20512,DEBTCONSOLIDATION,0.0,664,47
41719,6000,DEBTCONSOLIDATION,0.0,626,59
41720,16000,EDUCATION,0.0,651,110
41721,2068,HOMEIMPROVEMENT,0.0,542,36
41722,6884,EDUCATION,0.0,570,40
41723,2000,VENTURE,0.0,673,56
41724,5000,EDUCATION,0.0,624,77
41725,6400,DEBTCONSOLIDATION,0.0,684,32
41726,3025,DEBTCONSOLIDATION,0.0,669,46
41727,8000,EDUCATION,0.0,668,37
41728,15000,HOMEIMPROVEMENT,0.0,619,44
41729,5512,MEDICAL,0.0,649,20
41730,6000,MEDICAL,0.0,698,43
41731,14000,MEDICAL,0.0,568,47
41732,21000,DEBTCONSOLIDATION,0.0,610,12
41733,4750,EDUCATION,0.0,620,119
41734,7500,DEBTCONSOLIDATION,0.0,520,53
41735,4000,VENTURE,0.0,549,32
41736,10000,HOMEIMPROVEMENT,0.0,647,32
41737,4331,MEDICAL,0.0,691,20
41738,8400,PERSONAL,0.0,686,24
41739,12000,MEDICAL,0.0,675,23
41740,11562,MEDICAL,0.0,689,19
41741,9360,EDUCATION,0.0,588,45
41742,10000,DEBTCONSOLIDATION,0.0,611,39
41743,3557,DEBTCONSOLIDATION,0.0,672,25
41744,4774,DEBTCONSOLIDATION,0.0,697,52
41745,6138,EDUCATION,0.0,614,111
41746,3000,EDUCATION,0.0,557,45
41747,9032,MEDICAL,0.0,640,36
41748,5000,VENTURE,0.0,668,48
41749,4768,VENTURE,0.0,514,40
41750,14000,MEDICAL,0.0,621,47
41751,3000,HOMEIMPROVEMENT,0.0,555,39
41752,8000,EDUCATION,0.0,649,49
41753,30000,VENTURE,0.0,594,42
41754,25000,HOMEIMPROVEMENT,0.0,575,48
41755,5779,VENTURE,0.0,627,31
41756,10574,PERSONAL,0.0,593,12
41757,10000,MEDICAL,0.0,565,14
41758,3000,MEDICAL,0.0,545,44
41759,2292,VENTURE,0.0,605,58
41760,12000,HOMEIMPROVEMENT,0.0,639,32
41761,8000,MEDICAL,0.0,636,21
41762,12000,VENTURE,0.0,584,58
41763,3600,VENTURE,0.0,610,48
41764,10000,EDUCATION,0.0,703,50
41765,5000,EDUCATION,0.0,585,114
41766,8000,EDUCATION,0.0,648,112
41767,8000,EDUCATION,0.0,610,55
41768,1326,DEBTCONSOLIDATION,0.0,665,23
41769,10614,MEDICAL,0.0,695,18
41770,2373,DEBTCONSOLIDATION,0.0,689,41
41771,12000,EDUCATION,0.0,630,115
41772,8000,MEDICAL,0.0,625,32
41773,9711,DEBTCONSOLIDATION,0.0,549,37
41774,6000,VENTURE,0.0,697,42
41775,8400,VENTURE,0.0,441,30
41776,16836,EDUCATION,0.0,516,109
41777,5000,MEDICAL,0.0,690,14
41778,18000,EDUCATION,0.0,603,81
41779,12000,PERSONAL,0.0,684,34
41780,8000,HOMEIMPROVEMENT,0.0,714,24
41781,35000,EDUCATION,0.0,651,94
41782,10000,MEDICAL,0.0,687,39
41783,6713,DEBTCONSOLIDATION,0.0,668,35
41784,5000,DEBTCONSOLIDATION,0.0,634,59
41785,20000,EDUCATION,0.0,611,72
41786,12870,HOMEIMPROVEMENT,0.0,675,32
41787,7357,MEDICAL,0.0,683,34
41788,12253,MEDICAL,0.0,665,13
41789,3500,MEDICAL,0.0,588,30
41790,10000,MEDICAL,0.0,655,20
41791,8000,MEDICAL,0.0,622,31
41792,2028,EDUCATION,0.0,595,95
41793,15247,PERSONAL,0.0,630,30
41794,10000,VENTURE,0.0,561,31
41795,20000,EDUCATION,0.0,725,68
41796,5000,MEDICAL,0.0,694,29
41797,20000,PERSONAL,0.0,576,58
41798,12000,VENTURE,0.0,692,51
41799,10443,EDUCATION,0.0,580,84
41800,15000,DEBTCONSOLIDATION,0.0,624,22
41801,1782,PERSONAL,0.0,684,15
41802,6000,PERSONAL,0.0,662,57
41803,8000,EDUCATION,0.0,476,113
41804,10000,HOMEIMPROVEMENT,0.0,611,53
41805,20000,EDUCATION,0.0,614,114
41806,3500,DEBTCONSOLIDATION,0.0,630,47
41807,14000,HOMEIMPROVEMENT,0.0,592,48
41808,6500,MEDICAL,0.0,634,45
41809,10500,PERSONAL,0.0,694,27
41810,6597,MEDICAL,0.0,669,20
41811,7000,DEBTCONSOLIDATION,0.0,624,60
41812,20000,EDUCATION,0.0,604,90
41813,6825,PERSONAL,0.0,590,58
41814,7000,HOMEIMPROVEMENT,0.0,680,51
41815,2000,VENTURE,0.0,650,46
41816,2000,VENTURE,0.0,553,60
41817,9600,EDUCATION,0.0,552,40
41818,2348,PERSONAL,0.0,718,25
41819,9600,VENTURE,0.0,683,24
41820,3000,VENTURE,0.0,697,48
41821,6019,DEBTCONSOLIDATION,0.0,693,15
41822,3824,HOMEIMPROVEMENT,0.0,669,45
41823,4000,PERSONAL,0.0,627,41
41824,10000,EDUCATION,0.0,631,49
41825,5000,VENTURE,0.0,665,38
41826,3500,MEDICAL,0.0,683,32
41827,2489,EDUCATION,0.0,640,86
41828,7098,DEBTCONSOLIDATION,0.0,604,53
41829,7500,EDUCATION,0.0,697,112
41830,5690,HOMEIMPROVEMENT,0.0,638,53
41831,9000,EDUCATION,0.0,657,65
41832,6000,EDUCATION,0.0,538,120
41833,3919,VENTURE,0.0,617,49
41834,10000,HOMEIMPROVEMENT,0.0,679,60
41835,8000,VENTURE,0.0,599,32
41836,8000,EDUCATION,0.0,669,81
41837,4000,EDUCATION,0.0,683,42
41838,12000,EDUCATION,0.0,733,87
41839,9000,PERSONAL,0.0,630,30
41840,16800,EDUCATION,0.0,630,84
41841,17539,VENTURE,0.0,660,50
41842,5000,EDUCATION,0.0,682,59
41843,4000,PERSONAL,0.0,605,57
41844,10000,VENTURE,0.0,598,50
41845,15000,MEDICAL,0.0,531,40
41846,1484,EDUCATION,0.0,659,43
41847,12000,MEDICAL,0.0,685,27
41848,5000,PERSONAL,0.0,634,36
41849,5000,MEDICAL,0.0,504,40
41850,10000,MEDICAL,0.0,691,44
41851,3000,PERSONAL,0.0,591,30
41852,9000,PERSONAL,0.0,618,33
41853,11000,MEDICAL,0.0,540,14
41854,5000,VENTURE,0.0,633,57
41855,8000,MEDICAL,0.0,637,16
41856,12000,DEBTCONSOLIDATION,0.0,652,48
41857,4200,EDUCATION,0.0,680,120
41858,6000,MEDICAL,0.0,687,15
41859,11968,MEDICAL,0.0,634,47
41860,8575,VENTURE,0.0,669,32
41861,4000,VENTURE,0.0,657,45
41862,25000,EDUCATION,0.0,636,78
41863,16000,DEBTCONSOLIDATION,0.0,642,23
41864,25000,VENTURE,0.0,731,38
41865,5000,HOMEIMPROVEMENT,0.0,630,46
41866,6016,DEBTCONSOLIDATION,0.0,607,40
41867,17005,MEDICAL,0.0,686,42
41868,5000,DEBTCONSOLIDATION,0.0,702,47
41869,4996,MEDICAL,0.0,494,47
41870,12000,EDUCATION,0.0,528,56
41871,12000,PERSONAL,0.0,634,22
41872,10000,MEDICAL,0.0,618,36
41873,8800,MEDICAL,0.0,664,16
41874,5407,EDUCATION,0.0,604,92
41875,6000,EDUCATION,0.0,662,90
41876,9514,MEDICAL,0.0,617,33
41877,2500,PERSONAL,0.0,608,59
41878,4349,PERSONAL,0.0,601,54
41879,7000,DEBTCONSOLIDATION,0.0,543,48
41880,5000,MEDICAL,0.0,680,13
41881,4371,PERSONAL,0.0,679,47
41882,3250,DEBTCONSOLIDATION,0.0,636,58
41883,6000,EDUCATION,0.0,572,88
41884,23963,MEDICAL,0.0,671,26
41885,3224,MEDICAL,0.0,652,37
41886,7546,VENTURE,0.0,675,54
41887,12000,HOMEIMPROVEMENT,0.0,606,56
41888,8059,EDUCATION,0.0,637,73
41889,24144,DEBTCONSOLIDATION,0.0,564,23
41890,3999,HOMEIMPROVEMENT,0.0,694,34
41891,14000,PERSONAL,0.0,562,51
41892,20000,MEDICAL,0.0,651,47
41893,2500,PERSONAL,0.0,550,27
41894,10000,VENTURE,0.0,662,29
41895,5920,PERSONAL,0.0,609,12
41896,3500,MEDICAL,0.0,566,48
41897,8000,VENTURE,0.0,615,47
41898,1000,VENTURE,0.0,648,52
41899,4800,DEBTCONSOLIDATION,0.0,675,55
41900,4177,EDUCATION,0.0,677,49
41901,6000,VENTURE,0.0,668,45
41902,6400,EDUCATION,0.0,679,110
41903,9000,EDUCATION,0.0,680,91
41904,1557,MEDICAL,0.0,604,27
41905,12800,VENTURE,0.0,709,32
41906,6429,EDUCATION,0.0,704,44
41907,2400,MEDICAL,0.0,659,19
41908,5000,MEDICAL,0.0,593,32
41909,12000,EDUCATION,0.0,652,110
41910,12200,HOMEIMPROVEMENT,0.0,681,53
41911,8000,DEBTCONSOLIDATION,0.0,642,28
41912,9000,MEDICAL,0.0,609,44
41913,6000,VENTURE,0.0,595,42
41914,1500,PERSONAL,0.0,681,59
41915,10000,MEDICAL,0.0,678,18
41916,7500,DEBTCONSOLIDATION,0.0,628,40
41917,6468,EDUCATION,0.0,469,84
41918,8000,MEDICAL,0.0,626,21
41919,3000,MEDICAL,0.0,666,17
41920,6000,EDUCATION,0.0,651,84
41921,3000,EDUCATION,0.0,565,75
41922,3589,HOMEIMPROVEMENT,0.0,675,41
41923,7000,VENTURE,0.0,694,31
41924,6000,PERSONAL,0.0,641,33
41925,5000,EDUCATION,0.0,593,111
41926,6000,PERSONAL,0.0,629,49
41927,8000,VENTURE,0.0,600,32
41928,4000,EDUCATION,0.0,602,55
41929,7000,DEBTCONSOLIDATION,0.0,629,58
41930,24339,HOMEIMPROVEMENT,0.0,498,45
41931,6000,MEDICAL,0.0,679,20
41932,5000,EDUCATION,0.0,675,73
41933,13000,EDUCATION,0.0,707,109
41934,25000,VENTURE,0.0,651,58
41935,11341,HOMEIMPROVEMENT,0.0,514,58
41936,15195,PERSONAL,0.0,693,55
41937,8000,EDUCATION,0.0,674,113
41938,6000,MEDICAL,0.0,594,18
41939,5886,EDUCATION,0.0,602,101
41940,5000,VENTURE,0.0,607,38
41941,14000,DEBTCONSOLIDATION,0.0,677,17
41942,5000,MEDICAL,0.0,610,16
41943,18000,MEDICAL,0.0,637,27
41944,20096,HOMEIMPROVEMENT,0.0,686,33
41945,15723,HOMEIMPROVEMENT,0.0,711,37
41946,3000,PERSONAL,0.0,532,23
41947,10000,PERSONAL,0.0,651,48
41948,24223,MEDICAL,0.0,601,33
41949,3361,EDUCATION,0.0,696,91
41950,11000,EDUCATION,0.0,662,56
41951,10000,VENTURE,0.0,664,29
41952,4750,PERSONAL,0.0,541,16
41953,2484,MEDICAL,0.0,615,24
41954,4000,MEDICAL,0.0,701,47
41955,15000,EDUCATION,0.0,647,85
41956,12109,EDUCATION,0.0,673,91
41957,5012,DEBTCONSOLIDATION,0.0,693,28
41958,5000,DEBTCONSOLIDATION,0.0,669,21
41959,7955,PERSONAL,0.0,708,24
41960,24822,HOMEIMPROVEMENT,0.0,643,58
41961,8913,DEBTCONSOLIDATION,0.0,525,40
41962,8000,EDUCATION,0.0,689,48
41963,7412,MEDICAL,0.0,673,12
41964,1477,VENTURE,0.0,621,37
41965,7500,EDUCATION,0.0,656,107
41966,10000,DEBTCONSOLIDATION,0.0,687,27
41967,19616,DEBTCONSOLIDATION,0.0,679,17
41968,10000,HOMEIMPROVEMENT,0.0,665,55
41969,11000,PERSONAL,0.0,669,22
41970,3000,MEDICAL,0.0,666,13
41971,14400,DEBTCONSOLIDATION,0.0,596,54
41972,15000,EDUCATION,0.0,574,93
41973,1281,MEDICAL,0.0,666,16
41974,14178,VENTURE,0.0,594,59
41975,17000,HOMEIMPROVEMENT,0.0,679,38
41976,13000,HOMEIMPROVEMENT,0.0,528,46
41977,8000,MEDICAL,0.0,594,15
41978,7809,EDUCATION,0.0,521,60
41979,9000,MEDICAL,0.0,659,32
41980,6000,EDUCATION,0.0,632,53
41981,3600,VENTURE,0.0,623,60
41982,10493,VENTURE,0.0,648,41
41983,3600,DEBTCONSOLIDATION,0.0,659,38
41984,6000,MEDICAL,0.0,650,33
41985,2400,PERSONAL,0.0,666,17
41986,15000,PERSONAL,0.0,702,31
41987,12000,HOMEIMPROVEMENT,0.0,553,57
41988,9979,VENTURE,0.0,587,39
41989,12000,EDUCATION,0.0,662,87
41990,12000,PERSONAL,0.0,656,17
41991,8000,DEBTCONSOLIDATION,0.0,636,13
41992,10251,EDUCATION,0.0,594,60
41993,8011,MEDICAL,0.0,589,42
41994,4200,VENTURE,0.0,630,36
41995,7500,EDUCATION,0.0,577,106
41996,9600,EDUCATION,0.0,600,55
41997,6000,DEBTCONSOLIDATION,0.0,732,53
41998,4746,DEBTCONSOLIDATION,0.0,660,18
41999,4000,MEDICAL,0.0,604,29
42000,3000,VENTURE,0.0,678,42
42001,2000,VENTURE,0.0,615,28
42002,2010,EDUCATION,0.0,684,115
42003,10000,MEDICAL,0.0,675,18
42004,7407,EDUCATION,0.0,676,107
42005,13822,HOMEIMPROVEMENT,0.0,607,35
42006,2500,HOMEIMPROVEMENT,0.0,505,42
42007,7500,VENTURE,0.0,699,58
42008,2420,EDUCATION,0.0,606,92
42009,10000,PERSONAL,0.0,630,50
42010,10000,EDUCATION,0.0,634,94
42011,15000,PERSONAL,0.0,657,52
42012,3514,DEBTCONSOLIDATION,0.0,668,60
42013,7066,VENTURE,0.0,601,30
42014,12000,HOMEIMPROVEMENT,0.0,671,31
42015,9533,PERSONAL,0.0,655,21
42016,3000,MEDICAL,0.0,661,38
42017,4108,VENTURE,0.0,727,29
42018,15000,VENTURE,0.0,661,26
42019,21779,DEBTCONSOLIDATION,0.0,637,19
42020,4000,DEBTCONSOLIDATION,0.0,694,29
42021,5000,EDUCATION,0.0,678,80
42022,6000,PERSONAL,0.0,609,16
42023,6000,EDUCATION,0.0,609,70
42024,5000,PERSONAL,0.0,658,37
42025,12000,DEBTCONSOLIDATION,0.0,554,57
42026,3051,PERSONAL,0.0,615,12
42027,4000,PERSONAL,0.0,657,26
42028,4000,VENTURE,0.0,649,29
42029,10000,EDUCATION,0.0,647,81
42030,1000,MEDICAL,0.0,692,31
42031,20000,EDUCATION,0.0,593,68
42032,10200,HOMEIMPROVEMENT,0.0,560,54
42033,2408,HOMEIMPROVEMENT,0.0,664,24
42034,20000,DEBTCONSOLIDATION,0.0,585,32
42035,15000,VENTURE,0.0,506,24
42036,20155,EDUCATION,0.0,623,81
42037,2118,VENTURE,0.0,625,37
42038,2000,EDUCATION,0.0,678,55
42039,16000,VENTURE,0.0,667,50
42040,20000,MEDICAL,0.0,648,32
42041,10413,PERSONAL,0.0,628,19
42042,25000,PERSONAL,0.0,531,18
42043,5000,PERSONAL,0.0,567,53
42044,10000,PERSONAL,0.0,655,35
42045,7000,PERSONAL,0.0,619,20
42046,16002,VENTURE,0.0,632,51
42047,8496,VENTURE,0.0,661,56
42048,20000,DEBTCONSOLIDATION,0.0,631,16
42049,2955,PERSONAL,0.0,670,49
42050,7000,EDUCATION,0.0,682,79
42051,5000,PERSONAL,0.0,703,30
42052,6000,DEBTCONSOLIDATION,0.0,614,45
42053,16000,DEBTCONSOLIDATION,0.0,477,57
42054,8000,DEBTCONSOLIDATION,0.0,655,28
42055,5000,EDUCATION,0.0,586,89
42056,6000,PERSONAL,0.0,504,15
42057,9000,DEBTCONSOLIDATION,0.0,638,42
42058,24909,EDUCATION,0.0,647,91
42059,8500,VENTURE,0.0,515,34
42060,9000,EDUCATION,0.0,671,43
42061,12000,HOMEIMPROVEMENT,0.0,593,41
42062,15000,PERSONAL,0.0,611,38
42063,9865,EDUCATION,0.0,620,89
42064,10000,VENTURE,0.0,633,49
42065,6000,EDUCATION,0.0,641,104
42066,7000,PERSONAL,0.0,637,19
42067,3445,PERSONAL,0.0,573,41
42068,9000,DEBTCONSOLIDATION,0.0,617,27
42069,12000,DEBTCONSOLIDATION,0.0,637,55
42070,2183,EDUCATION,0.0,512,68
42071,4500,EDUCATION,0.0,552,88
42072,4500,HOMEIMPROVEMENT,0.0,584,26
42073,9985,EDUCATION,0.0,605,59
42074,14000,PERSONAL,0.0,618,44
42075,5000,MEDICAL,0.0,646,28
42076,3000,MEDICAL,0.0,510,14
42077,4000,EDUCATION,0.0,660,45
42078,15712,VENTURE,0.0,644,37
42079,9558,MEDICAL,0.0,580,12
42080,18999,VENTURE,0.0,661,56
42081,8400,EDUCATION,0.0,692,93
42082,16756,HOMEIMPROVEMENT,0.0,653,28
42083,8000,PERSONAL,0.0,631,28
42084,20632,VENTURE,0.0,627,40
42085,10558,VENTURE,0.0,618,34
42086,5500,HOMEIMPROVEMENT,0.0,644,36
42087,34322,EDUCATION,0.0,597,97
42088,15000,MEDICAL,0.0,558,25
42089,6500,EDUCATION,0.0,600,101
42090,11000,MEDICAL,0.0,663,44
42091,13949,EDUCATION,0.0,628,104
42092,3527,EDUCATION,0.0,548,87
42093,8000,PERSONAL,0.0,628,28
42094,5000,EDUCATION,0.0,664,111
42095,2885,VENTURE,0.0,712,24
42096,28232,DEBTCONSOLIDATION,0.0,681,50
42097,16899,EDUCATION,0.0,648,119
42098,12000,EDUCATION,0.0,509,68
42099,9989,VENTURE,0.0,648,54
42100,8000,MEDICAL,0.0,593,20
42101,24000,MEDICAL,0.0,611,28
42102,2000,VENTURE,0.0,526,25
42103,2755,MEDICAL,0.0,609,31
42104,7200,VENTURE,0.0,625,43
42105,12966,VENTURE,0.0,690,43
42106,13453,VENTURE,0.0,631,35
42107,4000,PERSONAL,0.0,550,22
42108,12854,MEDICAL,15.24,556,38
42109,3187,EDUCATION,11.86,587,95
42110,7909,HOMEIMPROVEMENT,11.08,572,54
42111,3676,VENTURE,8.49,728,39
42112,15000,VENTURE,11.56,602,25
42113,17849,DEBTCONSOLIDATION,16.41,680,23
42114,4078,DEBTCONSOLIDATION,13.05,614,31
42115,20000,MEDICAL,14.39,666,33
42116,25000,VENTURE,15.81,621,40
42117,18934,PERSONAL,10.88,682,26
42118,12000,DEBTCONSOLIDATION,16.27,664,60
42119,25000,DEBTCONSOLIDATION,13.6,527,21
42120,14000,PERSONAL,9.89,666,60
42121,12000,PERSONAL,16.04,634,13
42122,3982,DEBTCONSOLIDATION,10.39,656,53
42123,4090,PERSONAL,10.52,725,31
42124,6928,DEBTCONSOLIDATION,6.84,655,24
42125,8288,MEDICAL,16.42,643,31
42126,7000,MEDICAL,10.13,661,16
42127,18218,DEBTCONSOLIDATION,10.74,582,58
42128,30000,MEDICAL,14.0,678,45
42129,15000,VENTURE,12.85,633,31
42130,20000,VENTURE,10.35,673,51
42131,24748,DEBTCONSOLIDATION,14.27,624,13
42132,24821,MEDICAL,9.08,611,15
42133,5106,PERSONAL,11.55,685,44
42134,6000,HOMEIMPROVEMENT,16.16,707,54
42135,2026,HOMEIMPROVEMENT,15.23,611,42
42136,6000,VENTURE,13.49,678,29
42137,12000,EDUCATION,13.65,641,38
42138,18785,DEBTCONSOLIDATION,10.15,664,24
42139,7842,MEDICAL,11.62,598,21
42140,6000,DEBTCONSOLIDATION,13.66,676,58
42141,5790,MEDICAL,13.7,614,44
42142,8000,MEDICAL,13.99,602,32
42143,3983,EDUCATION,9.11,591,111
42144,18401,PERSONAL,11.18,687,28
42145,10965,PERSONAL,15.5,642,25
42146,2070,DEBTCONSOLIDATION,11.3,622,26
42147,12000,EDUCATION,10.23,649,100
42148,5036,MEDICAL,12.66,668,48
42149,21000,VENTURE,15.4,547,39
42150,11000,MEDICAL,12.14,584,25
42151,2543,EDUCATION,19.18,663,103
42152,26141,VENTURE,11.01,655,53
42153,24073,PERSONAL,14.98,642,49
42154,9976,PERSONAL,15.14,707,27
42155,9988,EDUCATION,15.33,651,72
42156,6711,PERSONAL,13.15,613,14
42157,4583,VENTURE,9.38,637,47
42158,3591,DEBTCONSOLIDATION,10.19,686,15
42159,30000,MEDICAL,14.48,661,35
42160,4363,DEBTCONSOLIDATION,10.92,675,39
42161,10000,DEBTCONSOLIDATION,13.06,723,40
42162,14737,PERSONAL,11.05,627,36
42163,5000,EDUCATION,12.2,619,45
42164,25000,EDUCATION,12.52,611,63
42165,7500,PERSONAL,11.4,627,59
42166,24184,EDUCATION,14.45,610,103
42167,5000,VENTURE,16.39,666,32
42168,15207,PERSONAL,15.85,626,53
42169,3029,PERSONAL,10.32,604,33
42170,5000,VENTURE,16.29,691,32
42171,5631,MEDICAL,13.93,656,24
42172,1500,MEDICAL,13.51,654,40
42173,7000,HOMEIMPROVEMENT,8.76,588,43
42174,21046,MEDICAL,18.24,633,23
42175,9000,DEBTCONSOLIDATION,16.46,648,37
42176,7867,HOMEIMPROVEMENT,12.95,591,37
42177,5836,VENTURE,10.93,687,32
42178,18066,DEBTCONSOLIDATION,10.72,559,47
42179,20000,VENTURE,14.45,656,56
42180,18000,VENTURE,11.66,667,28
42181,12457,EDUCATION,15.8,606,96
42182,17177,MEDICAL,14.47,701,33
42183,5203,DEBTCONSOLIDATION,15.95,625,39
42184,9781,MEDICAL,12.41,681,37
42185,10000,MEDICAL,12.85,651,40
42186,2338,HOMEIMPROVEMENT,7.09,571,39
42187,9284,VENTURE,11.63,543,40
42188,13915,EDUCATION,13.8,646,76
42189,5500,PERSONAL,11.05,629,19
42190,5173,DEBTCONSOLIDATION,15.04,687,13
42191,10000,MEDICAL,14.9,663,20
42192,10234,MEDICAL,7.36,615,13
42193,24000,PERSONAL,12.0,689,29
42194,6072,MEDICAL,13.4,545,22
42195,4104,PERSONAL,7.73,543,23
42196,20000,DEBTCONSOLIDATION,13.76,560,46
42197,15000,VENTURE,11.01,546,46
42198,8000,PERSONAL,12.04,564,55
42199,5000,HOMEIMPROVEMENT,16.79,657,48
42200,3000,DEBTCONSOLIDATION,10.96,522,40
42201,16000,PERSONAL,15.66,662,22
42202,5000,DEBTCONSOLIDATION,16.35,637,36
42203,10000,PERSONAL,8.16,654,59
42204,9391,MEDICAL,11.3,610,17
42205,15000,DEBTCONSOLIDATION,15.3,614,35
42206,7000,DEBTCONSOLIDATION,13.6,585,50
42207,4500,HOMEIMPROVEMENT,12.05,617,40
42208,8659,EDUCATION,10.87,623,44
42209,3000,EDUCATION,8.74,676,81
42210,20000,DEBTCONSOLIDATION,17.29,634,20
42211,1552,DEBTCONSOLIDATION,10.49,614,15
42212,10153,DEBTCONSOLIDATION,15.13,619,53
42213,15552,DEBTCONSOLIDATION,15.51,690,31
42214,5466,PERSONAL,8.44,681,41
42215,12000,EDUCATION,10.29,477,41
42216,15000,EDUCATION,13.09,655,54
42217,19774,MEDICAL,8.17,572,39
42218,10000,HOMEIMPROVEMENT,8.09,601,30
42219,14643,HOMEIMPROVEMENT,12.29,661,37
42220,5448,DEBTCONSOLIDATION,16.13,601,20
42221,11200,MEDICAL,11.99,614,46
42222,1484,HOMEIMPROVEMENT,12.87,500,55
42223,18182,PERSONAL,16.17,639,51
42224,15000,MEDICAL,14.02,621,34
42225,15000,VENTURE,16.59,713,33
42226,8345,EDUCATION,13.09,560,115
42227,9226,EDUCATION,15.98,594,70
42228,18000,PERSONAL,8.29,715,33
42229,1852,MEDICAL,10.95,655,25
42230,8000,MEDICAL,8.02,669,22
42231,7000,MEDICAL,15.35,589,18
42232,12293,EDUCATION,15.46,645,102
42233,16925,DEBTCONSOLIDATION,14.02,632,48
42234,4000,MEDICAL,14.39,653,15
42235,20000,DEBTCONSOLIDATION,13.32,614,52
42236,23970,EDUCATION,14.91,569,62
42237,4369,DEBTCONSOLIDATION,12.45,689,12
42238,10000,MEDICAL,15.03,719,14
42239,6465,PERSONAL,12.11,656,26
42240,17441,VENTURE,9.62,533,24
42241,11269,MEDICAL,10.47,679,46
42242,14175,PERSONAL,10.01,666,45
42243,4730,MEDICAL,13.33,612,18
42244,30000,DEBTCONSOLIDATION,17.47,637,43
